enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP	Osm_ecM	Osm_ecP
P00358	YJR009C	TDH2	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0	Inf	0	Inf	0	Inf	0
P00359	YGR192C	TDH3	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0	Inf	0	Inf	0	Inf	0
P00360	YJL052W	TDH1	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0.174244909479587	Inf	0.290720400829919	Inf	0.168018778691021	Inf	0.33220857743665
P00401	Q0045	COX1	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.533001558590944	Inf	0.499410554903401	Inf	0.505095430109354
P00410	Q0250	COX2	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.533001558590944	Inf	0.499410554903401	Inf	0.505095430109354
P00420	Q0275	COX3	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.533001558590944	Inf	0.499410554903401	Inf	0.505095430109354
P00425	YIL111W	COX5B	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.483239921346043	Inf	0.499410554903401	Inf	0.443210804007136
P00427	YHR051W	COX6	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.483239921346043	Inf	0.499410554903401	Inf	0.443210804007136
P00431	YKR066C	CCP1	sce00920  Sulfur metabolism // sce00920  Sulfur metabolism	Inf	0	Inf	0	Inf	0	Inf	0
P00445	YJR104C	SOD1	 // 	Inf	0	Inf	0	Inf	0	Inf	0
P00447	YHR008C	SOD2	 // 	Inf	0	Inf	0	Inf	0	Inf	0
P00498	YER055C	HIS1	sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	Inf	0.0893948180553134	Inf	0.151545258850621	Inf	0.118815957776468	Inf	0.174986178337948
P00549	YAL038W	CDC19	Gluconeogenesis // sce00010  Glycolysis // sce00230  Purine metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0.0222358885598218	Inf	0.0220459006422632	Inf	0.00367698267585546	Inf	0.0423453019766803
P00560	YCR012W	PGK1	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0.00609980455850182	Inf	0.00889079905994338	Inf	0.00792655563860871	Inf	0.00909243976873842
P00572	YJR057W	CDC8	sce00240  Pyrimidine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P00635	YBR093C	PHO5	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism // sce04111  Cell cycle - yeast	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P00724	YIL162W	SUC2	sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism	Inf	0	Inf	0	Inf	0	Inf	0
P00812	YPL111W	CAR1	sce00220  Arginine biosynthesis // sce00330  Arginine and proline metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	Inf	Inf	0	Inf	0	Inf	0
P00815	YCL030C	HIS4	sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	Inf	0.00552517679957284	Inf	0.00613743793497958	Inf	0.00608632043545453	Inf	0.00855894491930261
P00817	YBR011C	IPP1	sce00190  Oxidative phosphorylation	Inf	0.021069731852296	Inf	0	Inf	0	Inf	0.0337802459744011
P00830	YJR121W	ATP2	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	Inf	0.0326608745660999	Inf	0.0365468614963663	Inf	0.0389083102834232	Inf	0.0255071937617616
P00854	Q0085	ATP6	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	Inf	0.318441360330592	Inf	0.356329475108306	Inf	0.379353444126023	Inf	0.248693447056132
P00856	Q0080	ATP8	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	Inf	0.318441360330592	Inf	0.356329475108306	Inf	0.379353444126023	Inf	0.248693447056132
P00890	YNR001C	CIT1	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	Inf	0.0750604326267149	Inf	0	Inf	0	Inf	0
P00899	YER090W	TRP2	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	0.159510055067658	Inf	0.272793287386945	Inf	0.300439852024948	Inf	0.263673507477385
P00912	YDR007W	TRP1	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P00924	YGR254W	ENO1	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	Inf	0.0259191457601661	Inf	0.024553627530936	Inf	0.0336869339413916	Inf	0.0535315211349113
P00925	YHR174W	ENO2	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P00927	YER086W	ILV1	sce00260  Glycine, serine and threonine metabolism // sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0.00373239205021371	Inf	0.00328878501773785	Inf	0.00424988518420059	Inf	0.00822543217952206
P00931	YGL026C	TRP5	sce00260  Glycine, serine and threonine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	0.000127569991336925	Inf	0.000149836902772973	Inf	0.000118338545226583	Inf	0.000151161789963905
P00937	YKL211C	TRP3	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	0.247954495031594	Inf	0.208080666685642	Inf	0.307073217755839	Inf	0.382509984589823
P00942	YDR050C	TPI1	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00562  Inositol phosphate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00562  Inositol phosphate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0.000364465543422995	Inf	0.000510175429025101	Inf	0.000327435401729371	Inf	0.00067525938559902
P00950	YKL152C	GPM1	Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0.029947520420235	Inf	0.0206778467267412	Inf	0.0422270778132818	Inf	0.0459057485448516
P00958	YGR264C	MES1	sce00450  Selenocompound metabolism // sce00970  Aminoacyl-tRNA biosynthesis	Inf	0.78800372136338	Inf	0.837145077270071	Inf	0.882223135938229	Inf	1
P03962	YEL021W	URA3	sce00240  Pyrimidine metabolism	Inf	0.00231951045579669	Inf	0.0018773574009082	Inf	0.00155356616393017	Inf	0.00110392512493584
P03965	YJR109C	CPA2	sce00240  Pyrimidine metabolism // sce00250  Alanine, aspartate and glutamate metabolism	Inf	0.000411904539645493	Inf	0.000643193681094578	Inf	0.000513888494811136	Inf	0.000955848087609307
P04037	YGL187C	COX4	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.483239921346043	Inf	0.499410554903401	Inf	0.443210804007136
P04039	YLR395C	COX8	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	Inf	0.711438653305495	Inf	0.483239921346043	Inf	0.499410554903401	Inf	0.443210804007137
P04046	YMR300C	ADE4	sce00230  Purine metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	Inf	0.00994632084628568	Inf	0.0152176505023607	Inf	0.00761878726760007	Inf	0.00856504686934601
P04076	YHR018C	ARG4	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	0.00015594810311954	Inf	0.000207639663209721	Inf	0.00019050472860361	Inf	0.00193413357643635
P04161	YDR408C	ADE8	sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	Inf	0.167895345445131	Inf	0.310086085968279	Inf	0.228947343117409	Inf	Inf
P04173	YCL018W	LEU2	sce00290  Valine, leucine and isoleucine biosynthesis // sce00660  C5-Branched dibasic acid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P04385	YBR020W	GAL1	sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P04397	YBR019C	GAL10	Gluconeogenesis // sce00010  Glycolysis // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P04801	YIL078W	THS1	sce00970  Aminoacyl-tRNA biosynthesis	Inf	0.369028505575502	Inf	0.306459507809792	Inf	0.369081928805141	Inf	0.391527147451639
P04802	YLL018C	DPS1	sce00970  Aminoacyl-tRNA biosynthesis	Inf	0.0844234384785919	Inf	0.0732143026318314	Inf	0.0786881489229464	Inf	0.106465541652773
P04803	YDR268W	MSW1	sce00970  Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P04806	YFR053C	HXK1	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	Inf	0.0235710872882454	Inf	0	Inf	0	Inf	0
P04807	YGL253W	HXK2	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	Inf	0	Inf	0	Inf	0	Inf	0
P05030	YGL008C	PMA1	sce00190  Oxidative phosphorylation // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism	Inf	0	Inf	0	Inf	0	Inf	0
P05150	YJL088W	ARG3	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	Inf	0.00447134588946156	Inf	0.00347511382601861	Inf	0.00514033349258242	Inf	0.01203716208988
P05373	YGL040C	HEM2	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	Inf	2.50178121071522e-05	Inf	2.40068594285268e-05	Inf	2.0834756455745e-05	Inf	2.40652654488719e-05
P05374	YGR157W	CHO2	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
P05375	YJR073C	OPI3	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	Inf	0.0443412246163996	Inf	0.0868388828663475	Inf	0.0449159669311318	Inf	0.0362621269456367
P05626	YPL078C	ATP4	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	Inf	0.318441360330592	Inf	0.356329475108306	Inf	0.379353444126023	Inf	0.248693447056132
P05694	YER091C	MET6	sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	Inf	0.0266291693578528	Inf	0.0414348676370558	Inf	0.0359050407952572	Inf	0.0374678092300784
P06106	YLR303W	MET17	sce00270  Cysteine and methionine metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00270  Cysteine and methionine metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00270  Cysteine and methionine metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	Inf	0	Inf	0.00428936518421815	Inf	0	Inf	5.47054916347557e-05
P06115	YGR088W	CTT1	sce00380  Tryptophan metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce04011  MAPK signaling pathway - yeast // sce04146  Peroxisome // sce04213  Longevity regulating pathway - multiple species	Inf	0	Inf	Inf	Inf	0	Inf	0
P06168	YLR355C	ILV5	sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	Inf	0.0867491670679703	Inf	0.157792635830554	Inf	0.112337733548046	Inf	0.157722401452352
P06169	YLR044C	PDC1	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	Inf	0.00424449773518176	Inf	0.0121586645046783	Inf	0.0125640437641665	Inf	0.0604231671106096
P06174	YOR278W	HEM4	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	Inf	Inf	Inf	Inf	Inf	Inf	Inf	0
P06182	YAL039C	CYC3	 // 	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
