enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH	Osm
P00401	Q0045	COX1	58.79755	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000341053612894444	0.000394512393143177	0.000487070519776851	0.00046177156961149
P00410	Q0250	COX2	28.5669	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000165701537805475	0.00019167458650372	0.00023664412601228	0.000224352583601434
P00420	Q0275	COX3	30.35941	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000176098944017968	0.000203701744265108	0.00025149302324363	0.000238430213642894
P00425	YIL111W	COX5B	17.1965	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	9.97478373527349e-05	0.000127264465711922	0.000142453353810535	0.000153911519352149
P00427	YHR051W	COX6	17.34139	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000100588267914421	0.000128336739048764	0.000143653601909486	0.000155208308817385
P00431	YKR066C	CCP1	40.35246	sce00920  Sulfur metabolism // sce00920  Sulfur metabolism	3.7298930609113e-05	0.000101699558913627	6.61843558741821e-05	3.31861548143752e-05
P00445	YJR104C	SOD1	15.85438	 // 	0.000557275117528249	0.00067482535253768	0.000473612209246785	0.000267061576150549
P00447	YHR008C	SOD2	25.77384	 // 	0.000491821298090812	0.000312097609974429	0.00043788231986784	0.000199628051054064
P00498	YER055C	HIS1	32.26611	sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.000259902236067125	0.000153313361840581	0.000206074997182256	0.000184607847413231
P00549	YAL038W	CDC19	54.54404	Gluconeogenesis // sce00010  Glycolysis // sce00230  Purine metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.00317093564701896	0.00334222670856336	0.00320476161578254	0.00332293795542436
P00560	YCR012W	PGK1	44.73787	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.00610473671027311	0.00572393083747931	0.00532964698761068	0.00833576458841811
P00572	YJR057W	CDC8	24.68707	sce00240  Pyrimidine metabolism	NaN	NaN	NaN	NaN
P00635	YBR093C	PHO5	52.85782	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism // sce04111  Cell cycle - yeast	NaN	NaN	NaN	NaN
P00724	YIL162W	SUC2	60.63842	sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism	0.000202313143102991	0.000231021266170019	8.26196554126691e-05	0.000883385659255511
P00812	YPL111W	CAR1	35.66162	sce00220  Arginine biosynthesis // sce00330  Arginine and proline metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	NaN	6.36198156227403e-05	9.70314103229083e-06	0.00010764382434911
P00815	YCL030C	HIS4	87.72027	sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.000903505913200529	0.000813373587281587	0.000864370786103127	0.00081093956761236
P00817	YBR011C	IPP1	32.29917	sce00190  Oxidative phosphorylation	0.00105583032800178	0.00122129937818362	0.00092293737798616	0.00110611494810153
P00830	YJR121W	ATP2	54.7932	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	0.00803243806142053	0.00646081067849422	0.00687837811854921	0.00928301181182324
P00854	Q0085	ATP6	29.09876	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	0.00142191602464139	0.00114370383757437	0.00121762234523575	0.00164329474453892
P00856	Q0080	ATP8	5.82221	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	0.000284503315530535	0.000228837377268444	0.000243627322767536	0.000328797759581575
P00890	YNR001C	CIT1	53.35945	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.000573278607146861	0.000705549603398075	0.00116453477449864	0.00172035831587891
P00899	YER090W	TRP2	56.76706	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	0.000511010842171915	0.000298802688129904	0.000285915931476252	0.000429816642339945
P00912	YDR007W	TRP1	24.14425	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	NaN	NaN	NaN	NaN
P00924	YGR254W	ENO1	46.81564	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	0.00247695198171593	0.00272661681294713	0.00286482335173762	0.00345712386403117
P00925	YHR174W	ENO2	46.91368	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	NaN	NaN	NaN	NaN
P00927	YER086W	ILV1	63.83052	sce00260  Glycine, serine and threonine metabolism // sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.000425314661767717	0.000371905922046563	0.000393639007235314	0.000268330739828316
P00931	YGL026C	TRP5	76.62516	sce00260  Glycine, serine and threonine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	0.000644833834810628	0.000549006587817604	0.0007325678113694	0.000756634014465353
P00937	YKL211C	TRP3	53.48881	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	0.000325936084407535	0.000388394167075311	0.000277357685665664	0.000293760363984985
P00942	YDR050C	TPI1	26.79508	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00562  Inositol phosphate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00562  Inositol phosphate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.00181576902619231	0.00185071862698643	0.00222533738988926	0.002098450399597
P00950	YKL152C	GPM1	27.60828	Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.000504810256069619	0.000762404108566581	0.000538169489295925	0.000949310356694652
P00958	YGR264C	MES1	85.67702	sce00450  Selenocompound metabolism // sce00970  Aminoacyl-tRNA biosynthesis	0.000394267815835381	0.000371123852397524	0.000371123852397524	0.000431967566003397
P03962	YEL021W	URA3	29.23918	sce00240  Pyrimidine metabolism	6.58900698517843e-05	8.14084232871445e-05	9.83754084652282e-05	0.000138444811610996
P03965	YJR109C	CPA2	123.91392	sce00240  Pyrimidine metabolism // sce00250  Alanine, aspartate and glutamate metabolism	0.000869919851084592	0.000557101144370208	0.000720282713264414	0.000464532308294474
P04037	YGL187C	COX4	17.1424	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	9.94340317527126e-05	0.000126864093101506	0.000142005197125096	0.000153427315403848
P04039	YLR395C	COX8	8.90656	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000103325814951519	0.000131829471024551	0.000147563187991734	0.000159432360535796
P04046	YMR300C	ADE4	56.71874	sce00230  Purine metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.000273577530360528	0.000178811433005237	0.000357155252893473	0.000317697023123181
P04076	YHR018C	ARG4	51.9886	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	0.000536174271679897	0.000402694549381576	0.000462549293718028	6.01078434567796e-05
P04161	YDR408C	ADE8	23.53994	sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	4.98769443348917e-05	2.70057483318035e-05	3.6576562474293e-05	NaN
P04173	YCL018W	LEU2	38.95257	sce00290  Valine, leucine and isoleucine biosynthesis // sce00660  C5-Branched dibasic acid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	NaN	NaN	NaN	NaN
P04385	YBR020W	GAL1	57.94366	sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
P04397	YBR019C	GAL10	78.19421	Gluconeogenesis // sce00010  Glycolysis // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	NaN	NaN	NaN	NaN
P04801	YIL078W	THS1	84.51944	sce00970  Aminoacyl-tRNA biosynthesis	0.000387195417296796	0.000466248044421593	0.000407985808275603	0.000507410893362421
P04802	YLL018C	DPS1	63.51479	sce00970  Aminoacyl-tRNA biosynthesis	0.000979600181217539	0.00112957731836239	0.00110759319644125	0.00108002639462675
P04803	YDR268W	MSW1	43.01501	sce00970  Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
P04806	YFR053C	HXK1	53.73784	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.00207844590468254	0.00230928106916382	0.00241517439956913	0.00215149608294275
P04807	YGL253W	HXK2	53.9419	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000538579998215576	0.000610871481872219	0.00073782118302557	0.00120339667605777
P05030	YGL008C	PMA1	99.61843	sce00190  Oxidative phosphorylation // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism	0.00110958907979537	0.00108051070189918	0.00127597212122766	0.00203218103811634
P05150	YJL088W	ARG3	37.84479	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	0.00048640030521107	0.000625839645612438	0.000445880546488224	0.000251211513948921
P05373	YGL040C	HEM2	37.73995	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	0.000135433736436461	0.000141136985503017	0.000162625168109544	0.000140794448261354
P05374	YGR157W	CHO2	101.20215	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P05375	YJR073C	OPI3	23.15003	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	5.5917540235053e-05	2.83826621788056e-05	5.31867561716776e-05	4.66880457021127e-05
P05626	YPL078C	ATP4	26.92481	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	0.00131568557558551	0.00105825844547881	0.00112665454807102	0.0015205252309964
P05694	YER091C	MET6	85.85892	sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.00521929332302435	0.00334725090633839	0.00381040404343257	0.00321376110419934
P06106	YLR303W	MET17	48.67102	sce00270  Cysteine and methionine metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00270  Cysteine and methionine metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00270  Cysteine and methionine metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.00218967569773612	0.00154892863092874	0.00189155359506826	0.00194908071459938
P06115	YGR088W	CTT1	64.58246	sce00380  Tryptophan metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce04011  MAPK signaling pathway - yeast // sce04146  Peroxisome // sce04213  Longevity regulating pathway - multiple species	6.21886150122827e-05	NaN	0.000307528017319998	0.00057878886206618
P06168	YLR355C	ILV5	44.36792	sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.00340890105641763	0.0018741009408	0.00277416167057214	0.0026068609859348
P06169	YLR044C	PDC1	61.49468	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.00403390920723093	0.0048075762647092	0.00414932461560622	0.00441970870016453
P06174	YOR278W	HEM4	30.91124	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	1.14572567756714e-05
P06182	YAL039C	CYC3	30.08071	 // 	NaN	NaN	NaN	NaN
P06197	YPR113W	PIS1	24.82338	sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce00564  Glycerophospholipid metabolism // sce04070  Phosphatidylinositol signaling system	NaN	1.40474242698502e-05	NaN	NaN
