enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH	Osm
W0T3N4	KLMA_10036	KLMA_10036	40.46824	Pantothenate and CoA biosynthesis	2.15107899834074e-05	1.56577948153316e-05	NaN	3.05663831511594e-05
W0T3P9	KLMA_10051	KLMA_10051	53.74568	Glycolysis / Gluconeogenesis // Streptomycin biosynthesis	0.00169865649015563	0.00484777172341968	0.00164783336857239	0.00124296522958958
W0T3S7	KLMA_10433	KLMA_10433	51.85761	Alanine, aspartate and glutamate metabolism	NaN	0.000103751428820685	0.00018147641495697	4.04703589303581e-05
W0T3V0	KLMA_10655	KLMA_10655	177.4982	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0.000730800951591837	0.000231021325326945	NaN	0.000264144519215541
W0T3V9	KLMA_10468	KLMA_10468	53.42949	Pentose phosphate pathway	0.00161030127135285	0.00230675354269394	0.00298807070346419	0.00285624918450041
W0T3X2	KLMA_10483	KLMA_10483	85.20197	Selenocompound metabolism // Aminoacyl-tRNA biosynthesis	0.000458974819376767	0.000467931812186496	0.000509780632995176	0.000777326157855269
W0T3X7	KLMA_10126	KLMA_10126	89.90182	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	NaN	NaN	NaN	NaN
W0T3X8	KLMA_10488	KLMA_10488	27.85676	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	2.53522322588451e-05	NaN	NaN	NaN
W0T3Y2	KLMA_10493	KLMA_10493	50.84602	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
W0T3Y7	KLMA_10498	KLMA_10498	62.13109	Sphingolipid metabolism	2.79725029561734e-05	3.1946345419601e-05	0.000128704215150501	0.000113184815883547
W0T3Y8	KLMA_10670	KLMA_10670	63.21325	Aminoacyl-tRNA biosynthesis	0.00123889040864551	0.000802493365498314	0.000640391354123623	0.00108492432802603
W0T3Z8	KLMA_10508	KLMA_10508	68.22615	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T403	KLMA_10513	KLMA_10513	27.06172	One carbon pool by folate	NaN	NaN	NaN	NaN
W0T423	KLMA_10705	KLMA_10705	24.41138	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism	6.34017616154482e-05	NaN	NaN	NaN
W0T427	KLMA_10710	KLMA_10710	134.60295	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	6.59937735546056e-05	NaN	0.000169007699843398	0.000159411896131142
W0T443	KLMA_10735	KLMA_10735	24.45616	Pyrimidine metabolism	0.000152899356756977	NaN	5.90841437405374e-05	0.000103565530607396
W0T453	KLMA_10176	KLMA_10176	54.4264	Pentose phosphate pathway	3.8713326898108e-05	5.31011684899833e-05	1.26091075291089e-05	1.45337937865312e-05
W0T462	KLMA_10186	KLMA_10186	80.16496	Other reactions // Other reactions	0.000121878501542932	0.000523862982030182	NaN	4.61229170498839e-05
W0T472	KLMA_10196	KLMA_10196	40.38849	Biosynthesis of unsaturated fatty acids	NaN	1.71194554392963e-05	3.43246066427012e-05	1.92796355727743e-05
W0T484	KLMA_10598	KLMA_10598	27.17907	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	NaN	NaN
W0T491	KLMA_10216	KLMA_10216	58.93283	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
W0T492	KLMA_10024	KLMA_10024	8.81011	Oxidative phosphorylation	NaN	NaN	NaN	NaN
W0T4A4	KLMA_10231	KLMA_10231	66.81868	Glutathione metabolism	NaN	NaN	NaN	NaN
W0T4C3	KLMA_10633	KLMA_10633	39.68436	Pyrimidine metabolism // Pyrimidine metabolism	0.000257801399505772	7.41671797770017e-05	4.21596867882252e-05	9.55618814090333e-05
W0T4E2	KLMA_20009	KLMA_20009	30.39444	Transport reactions (diffusion) // Transport reactions (diffusion)	0.000142053261147877	0.000368380408083766	NaN	5.03224330726754e-05
W0T4E3	KLMA_10653	KLMA_10653	164.85169	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T4E8	KLMA_10658	KLMA_10658	104.70471	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
W0T4F1	KLMA_10079	KLMA_10079	42.31663	Cysteine and methionine metabolism	0.000615482166859815	0.000817124065673005	0.000592324387062905	0.00108703868788409
W0T4F5	KLMA_10663	KLMA_10663	16.96835	Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	0.000688041676655971	0.000444799976139958	0.00110936409413339	0.000881104003747387
W0T4G1	KLMA_10089	KLMA_10089	75.84302	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T4H7	KLMA_10316	KLMA_10316	29.86082	Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN	NaN
W0T4J0	KLMA_10336	KLMA_10336	45.79888	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	0.00110582145150985	0.000996778095888544	0.000773484661526682	0.000938477529537642
W0T4J4	KLMA_10341	KLMA_10341	107.76182	Glycolysis / Gluconeogenesis // Galactose metabolism	0.000543227175672525	0.000563287033379404	0.000530846835393708	0.000561368345739607
W0T4J5	KLMA_10124	KLMA_10124	44.68242	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T4J6	KLMA_20074	KLMA_20074	125.65458	Starch and sucrose metabolism // Starch and sucrose metabolism	0.000139981791662628	0.000626653721506526	0.000569741760461501	0.000643949302128774
W0T4J7	KLMA_10678	KLMA_10678	151.98553	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	1.78773815570329e-05	NaN
W0T4K1	KLMA_10683	KLMA_10683	37.44344	Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions // Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions	0.000836032850598683	0.00180082148987221	0.00154469741247102	0.000974197203788174
W0T4M1	KLMA_20099	KLMA_20099	30.32762	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	NaN	NaN
W0T4N5	KLMA_10159	KLMA_10159	40.37593	Biosynthesis of unsaturated fatty acids	4.33924460746501e-05	4.28463502176148e-05	4.68807422895085e-05	8.80772679346026e-05
W0T4N6	KLMA_20114	KLMA_20114	51.89754	Other reactions // Other reactions	2.43211439437346e-05	1.11353609200925e-05	1.34459174376195e-05	1.15536100687338e-05
W0T4P7	KLMA_20129	KLMA_20129	31.49556	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	NaN	NaN
W0T4R5	KLMA_10763	KLMA_10763	61.5907	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0.000565640184602968	0.00100187393317626	0.0008702446231974	0.000564915953277416
W0T4S5	KLMA_10436	KLMA_10436	38.66418	Histidine metabolism	NaN	NaN	NaN	NaN
W0T4T5	KLMA_10179	KLMA_10179	42.52736	Glycerophospholipid metabolism	0.000254542450961979	0.00037964145037502	0.000208388636618749	0.000950637869259246
W0T4U6	KLMA_10189	KLMA_10189	34.69406	Purine metabolism	0.000125209386019879	0.000172118379794209	0.000190301646202552	NaN
W0T4W6	KLMA_10818	KLMA_10818	24.11539	Purine metabolism	NaN	NaN	NaN	NaN
W0T4W9	KLMA_10481	KLMA_10481	46.97155	Folate biosynthesis	NaN	NaN	NaN	NaN
W0T4Y9	KLMA_10234	KLMA_10234	49.49048	Starch and sucrose metabolism	0.000284563518413174	0.00108172962469844	0.000155346033514833	NaN
W0T4Z5	KLMA_10506	KLMA_10506	79.19231	Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T4Z7	KLMA_10244	KLMA_10244	54.94154	Biosynthesis of unsaturated fatty acids	1.43306015528505e-05	NaN	1.34247007822427e-05	1.15353824408326e-05
W0T500	KLMA_10511	KLMA_10511	56.2706	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	NaN	NaN	NaN	NaN
W0T503	KLMA_20244	KLMA_20244	41.023	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	NaN	NaN
W0T517	KLMA_20259	KLMA_20259	55.92693	Phenylalanine metabolism // Tryptophan metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Phenylalanine metabolism // Tryptophan metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	0.000380293446924563	0.000378821232127316	0.000615647066542128	0.000466706470448746
W0T518	KLMA_20042	KLMA_20042	58.13043	Pyruvate metabolism	0.00116930124124792	0.00216741660718095	0.00197367259435711	0.00028565742021699
W0T533	KLMA_10546	KLMA_10546	63.01151	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NaN	NaN	1.40203369727414e-05	1.4819318279775e-05
W0T534	KLMA_20057	KLMA_20057	34.84334	Purine metabolism	NaN	NaN	NaN	NaN
W0T536	KLMA_10289	KLMA_10289	58.43081	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NaN	NaN	NaN	NaN
W0T537	KLMA_20062	KLMA_20062	33.47172	Other reactions	0.000102346559113033	NaN	NaN	NaN
W0T541	KLMA_10294	KLMA_10294	24.72595	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	NaN	NaN	NaN	NaN
W0T562	KLMA_20304	KLMA_20304	38.37547	Alanine, aspartate and glutamate metabolism // Glycine, serine and threonine metabolism // Alanine, aspartate and glutamate metabolism	0.000495885300513773	0.000519235833274985	0.000390818520783846	NaN
W0T570	KLMA_10581	KLMA_10581	34.71298	Ubiquinone and other terpenoid-quinone biosynthesis	4.41849834376633e-05	NaN	NaN	NaN
W0T576	KLMA_20319	KLMA_20319	31.87546	Glycerophospholipid metabolism // Glycerophospholipid metabolism	NaN	NaN	NaN	NaN
W0T5A6	KLMA_10621	KLMA_10621	64.70665	Pyruvate metabolism	9.02951346309311e-05	5.71970001389486e-05	0.000283204807429427	5.64691616042484e-05
W0T5B1	KLMA_10626	KLMA_10626	53.43631	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
W0T5C0	KLMA_10389	KLMA_10389	40.26765	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	NaN	0.000194813815803184	0.000423396784489614	0.000165599316117711
W0T5D1	KLMA_20172	KLMA_20172	45.51242	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Other reactions // Other reactions	0.000515930577937386	0.000477959766002135	0.000673728789250628	0.00104429775204411
W0T5D7	KLMA_10656	KLMA_10656	132.09402	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
W0T5D8	KLMA_20354	KLMA_20354	41.81484	Glycine, serine and threonine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Other reactions // Cysteine and methionine metabolism // Other reactions	0.000414093890780911	0.000109755368421718	NaN	8.64973126368885e-05
W0T5E0	KLMA_10414	KLMA_10414	34.63716	Pyrimidine metabolism	NaN	NaN	NaN	NaN
W0T5E4	KLMA_10419	KLMA_10419	36.75661	One carbon pool by folate // One carbon pool by folate	0.000114750025764392	NaN	0.000106378287930831	8.04946283245878e-05
W0T5F5	KLMA_20202	KLMA_20202	55.33009	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	NaN	NaN	NaN	NaN
W0T5F9	KLMA_10434	KLMA_10434	62.2312	Aminoacyl-tRNA biosynthesis	0.0003147376518559	0.00025998595463147	0.00057481216235856	0.00066398919430032
W0T5G3	KLMA_10439	KLMA_10439	61.80488	Glycerophospholipid metabolism	NaN	NaN	NaN	NaN
W0T5I6	KLMA_20414	KLMA_20414	39.35969	Phenylalanine, tyrosine and tryptophan biosynthesis	0.000280992734106171	0.000150174035095327	0.00017151070024687	0.000119818667120872
W0T5J3	KLMA_20424	KLMA_20424	52.81319	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	2.31070927782325e-05	NaN	4.80275498715479e-05	2.55240036152738e-05
W0T5M1	KLMA_20262	KLMA_20262	30.30875	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	NaN	0.000103452006116151	6.8131173533261e-05	6.30868397308498e-05
W0T5M3	KLMA_20454	KLMA_20454	42.83549	Phenylalanine, tyrosine and tryptophan biosynthesis	3.42766175739332e-05	NaN	NaN	NaN
W0T5M8	KLMA_20459	KLMA_20459	69.6764	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	0.00215231606300396	0.0014133192402958	0.00160407872144134	0.00255164027090163
W0T5N2	KLMA_20272	KLMA_20272	102.9578	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	NaN	NaN	NaN	NaN
W0T5N8	KLMA_10514	KLMA_10514	41.652	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	0.000999412805277436	0.00103353063357287	0.00120503883689177	0.000964973875566825
W0T5N9	KLMA_10731	KLMA_10731	29.29515	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	6.09624209999698e-05	NaN	NaN	NaN
W0T5P9	KLMA_10741	KLMA_10741	37.78295	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T5Q1	KLMA_10524	KLMA_10524	52.75411	Aminoacyl-tRNA biosynthesis	0.0003275517704424	0.000774921478109461	0.000600417264304005	0.000714198928900834
W0T5Q3	KLMA_20484	KLMA_20484	54.65512	Thiamine metabolism // Thiamine metabolism	0.00021045539526466	0.000429341686568792	0.000199912939198984	0.000362390540374315
W0T5T4	KLMA_10781	KLMA_10781	43.52338	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	NaN	NaN	NaN	NaN
W0T5U7	KLMA_10564	KLMA_10564	51.06992	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
W0T5W0	KLMA_10811	KLMA_10811	23.88614	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T5X5	KLMA_20559	KLMA_20559	50.25081	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
W0T5Y2	KLMA_20005	KLMA_20005	45.86802	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T5Y3	KLMA_10599	KLMA_10599	63.32672	Sphingolipid metabolism	1.50889497570448e-05	NaN	7.57136538850669e-05	4.61184611670636e-05
W0T616	KLMA_20604	KLMA_20604	27.52298	Glycolysis / Gluconeogenesis // Other reactions // Other reactions	3.03978071138758e-05	0.000161164626080267	0.000119947301094323	NaN
W0T620	KLMA_20377	KLMA_20377	30.23799	Fluorobenzoate degradation // Fluorobenzoate degradation // Chlorocyclohexane and chlorobenzene degradation // Chlorocyclohexane and chlorobenzene degradation // Fluorobenzoate degradation // Fluorobenzoate degradation // Chlorocyclohexane and chlorobenzene degradation // Chlorocyclohexane and chlorobenzene degradation	5.4506134600067e-05	NaN	NaN	1.59084391253029e-05
W0T633	KLMA_20619	KLMA_20619	34.51799	Glycerolipid metabolism // Glycerolipid metabolism	0.00110377350610991	NaN	0.00276712338141209	NaN
W0T640	KLMA_10649	KLMA_10649	61.81472	Pyruvate metabolism	NaN	NaN	NaN	NaN
W0T642	KLMA_20402	KLMA_20402	58.54641	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NaN	NaN	NaN	NaN
W0T644	KLMA_20629	KLMA_20629	17.97051	Riboflavin metabolism	0.000143424309060525	2.48634993827528e-05	NaN	NaN
W0T656	KLMA_20085	KLMA_20085	22.26214	Oxidative phosphorylation	NaN	NaN	NaN	NaN
W0T657	KLMA_20644	KLMA_20644	178.22304	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T673	KLMA_20105	KLMA_20105	53.26639	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism // Propanoate metabolism	NaN	NaN	NaN	NaN
W0T677	KLMA_20110	KLMA_20110	87.60347	Purine metabolism	6.43673022515189e-05	NaN	NaN	5.96884191321311e-05
W0T679	KLMA_20447	KLMA_20447	59.95722	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	NaN	NaN	NaN	NaN
W0T686	KLMA_20679	KLMA_20679	93.9291	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NaN	NaN	NaN	NaN
W0T6B9	KLMA_20155	KLMA_20155	78.87031	Alanine, aspartate and glutamate metabolism	0.000795940288378357	0.00103264228038318	0.000687431778866255	0.00044531280502249
W0T6C5	KLMA_10032	KLMA_10032	48.05155	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NaN	NaN	NaN	NaN
W0T6D1	KLMA_20165	KLMA_20165	25.19898	Purine metabolism // Purine metabolism // Purine metabolism	0.000542492631673037	0.000548085697223037	0.000542195498192231	NaN
W0T6D2	KLMA_10714	KLMA_10714	36.35306	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	NaN	NaN	NaN	NaN
W0T6D8	KLMA_20734	KLMA_20734	117.04141	Alanine, aspartate and glutamate metabolism	0.000499672962943895	0.000533817733946429	0.000322420080865917	0.000909881879788452
W0T6H6	KLMA_20552	KLMA_20552	47.3353	Histidine metabolism	NaN	NaN	NaN	NaN
W0T6I8	KLMA_20779	KLMA_20779	25.5742	One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate	NaN	NaN	NaN	NaN
W0T6J0	KLMA_20220	KLMA_20220	43.18129	Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation	0.00315317216795022	0.00143429870477706	0.00233893552372282	0.00300526730249311
W0T6K0	KLMA_10794	KLMA_10794	94.65468	Purine metabolism	NaN	NaN	NaN	NaN
W0T6K8	KLMA_10804	KLMA_10804	34.27711	Pantothenate and CoA biosynthesis // Other reactions // Other reactions	NaN	NaN	NaN	NaN
W0T6L0	KLMA_20587	KLMA_20587	29.72675	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	0.000148850614301281	NaN	NaN
W0T6M2	KLMA_10819	KLMA_10819	50.02246	Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	NaN	NaN	NaN
W0T6N2	KLMA_20612	KLMA_20612	55.10677	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
W0T6N9	KLMA_10137	KLMA_10137	85.99239	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	8.43722730034818e-05	4.86815707989652e-05	NaN	2.74058243331855e-05
W0T6P2	KLMA_20008	KLMA_20008	85.59846	Other reactions // Other reactions	NaN	NaN	NaN	NaN
W0T6Q1	KLMA_20637	KLMA_20637	35.23904	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	NaN	NaN	NaN	NaN
W0T6Q3	KLMA_20023	KLMA_20023	100.19712	Starch and sucrose metabolism // Starch and sucrose metabolism // Starch and sucrose metabolism	0.000191599378844122	0.000870022380691981	NaN	0.000758528178198144
W0T6Q9	KLMA_10157	KLMA_10157	37.03537	Pentose phosphate pathway // Pentose phosphate pathway // Pentose phosphate pathway	1.54015293298873e-05	NaN	NaN	1.84519916020347e-05
W0T6R3	KLMA_20290	KLMA_20290	37.89043	Porphyrin and chlorophyll metabolism	0.000189213146355099	NaN	5.08623443149195e-05	NaN
W0T6R7	KLMA_20657	KLMA_20657	93.80253	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	1.53330185181344e-05	NaN	7.91117835791757e-05	2.45145454915455e-05
