enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP	Osm_ecM	Osm_ecP
W0T302	KLMA_10163	KLMA_10163	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0	0	0	0
W0T382	KLMA_10435	KLMA_10435	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T3A2	KLMA_10243	KLMA_10243	Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0
W0T3B0	KLMA_10253	KLMA_10253	Citrate cycle (TCA cycle)	6.30249838718779e-07	2.94451604331758e-07	5.55848288078664e-07	3.42098963499812e-07	5.55848288078646e-07	4.11080928283422e-07	5.55848288078631e-07	5.13606166700583e-07
W0T3E2	KLMA_10505	KLMA_10505	Purine metabolism	1.11679813540274e-06	1.46041077051742e-06	8.81021177029524e-07	1.2968022857346e-06	8.81021177029889e-07	1.40289564398323e-06	8.81021177030217e-07	2.02988230780561e-06
W0T3G4	KLMA_10313	KLMA_10313	Terpenoid backbone biosynthesis	4.6558007491865e-06	5.0157836253402e-06	3.67287419814922e-06	5.0157836253402e-06	3.67287419814922e-06	3.33847120501356e-06	3.67287419814922e-06	2.79375633849356e-06
W0T3H5	KLMA_10540	KLMA_10540	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	5.25388562446254e-07	2.79156347827738e-07	9.72987038900782e-07	9.65451348518564e-07	6.83912880863411e-07	5.21947366509282e-07	7.23996338783409e-07	7.33702735895502e-07
W0T3I1	KLMA_10545	KLMA_10545	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T3K1	KLMA_10353	KLMA_10353	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T3M6	KLMA_10383	KLMA_10383	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	0	0	0	0	0	0	0	0
W0T3N4	KLMA_10036	KLMA_10036	Pantothenate and CoA biosynthesis	1.67756753589356e-11	1.29719700004458e-11	1.32340167654904e-11	1.29719699968089e-11	1.32340167654904e-11	1.29719699952178e-11	1.32340167654904e-11	1.29719700004458e-11
W0T3P9	KLMA_10051	KLMA_10051	Glycolysis / Gluconeogenesis // Streptomycin biosynthesis	6.13401482e-06	6.0726746718e-06	9.9882241173e-06	9.9882241173e-06	7.1923837705e-06	1.26700662526976e-05	7.5383019833e-06	7.462918963467e-06
W0T3S7	KLMA_10433	KLMA_10433	Alanine, aspartate and glutamate metabolism	1.15267934157151e-09	6.393179331346e-10	9.09327189987107e-10	0	9.09327189987107e-10	0	9.09327189987107e-10	1.0348702380047e-09
W0T3V0	KLMA_10655	KLMA_10655	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T3V9	KLMA_10468	KLMA_10468	Pentose phosphate pathway	0	9.28888426807744e-06	0	0	1.28825123206902e-07	6.35895352060255e-06	1.28825123206914e-07	6.24068718073579e-09
W0T3X2	KLMA_10483	KLMA_10483	Selenocompound metabolism // Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T3X7	KLMA_10126	KLMA_10126	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	7.5996894870859e-10	5.87654100007e-10	5.99525300468143e-10	5.87654099999599e-10	5.99525300468143e-10	5.87654100027595e-10	5.99525300426954e-10	5.87654100027595e-10
W0T3X8	KLMA_10488	KLMA_10488	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	3.64755392589291e-09	2.8205100000336e-09	2.87748712248141e-09	2.82050999999808e-09	2.87748712248141e-09	2.82051000013244e-09	2.87748712228372e-09	2.82051000013244e-09
W0T3Y2	KLMA_10493	KLMA_10493	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T3Y7	KLMA_10498	KLMA_10498	Sphingolipid metabolism	0	0	0	0	0	0	0	0
W0T3Y8	KLMA_10670	KLMA_10670	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T3Z8	KLMA_10508	KLMA_10508	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T403	KLMA_10513	KLMA_10513	One carbon pool by folate	0	0	0	0	0	0	0	0
W0T423	KLMA_10705	KLMA_10705	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism	0	0	0	0	0	0	0	0
W0T427	KLMA_10710	KLMA_10710	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T443	KLMA_10735	KLMA_10735	Pyrimidine metabolism	0	0	0	0	0	0	0	0
W0T453	KLMA_10176	KLMA_10176	Pentose phosphate pathway	0	0	0	0	0	0	0	0
W0T462	KLMA_10186	KLMA_10186	Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T472	KLMA_10196	KLMA_10196	Biosynthesis of unsaturated fatty acids	0	0	0	0	0	0	0	0
W0T484	KLMA_10598	KLMA_10598	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T491	KLMA_10216	KLMA_10216	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0	0	0
W0T492	KLMA_10024	KLMA_10024	Oxidative phosphorylation	0	0	0	0	0	0	0	0
W0T4A4	KLMA_10231	KLMA_10231	Glutathione metabolism	0	0	0	0	0	0	0	0
W0T4C3	KLMA_10633	KLMA_10633	Pyrimidine metabolism // Pyrimidine metabolism	0	0	0	0	0	0	0	0
W0T4E2	KLMA_20009	KLMA_20009	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T4E3	KLMA_10653	KLMA_10653	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T4E8	KLMA_10658	KLMA_10658	Amino sugar and nucleotide sugar metabolism	4.3762978027847e-09	4.71465849666438e-09	3.45237954740085e-09	4.71465849666438e-09	3.45237954740085e-09	3.13804438314841e-09	3.45237954740085e-09	2.62603175151824e-09
W0T4F1	KLMA_10079	KLMA_10079	Cysteine and methionine metabolism	2.024311115146e-06	2.18082853496928e-06	1.59694120611702e-06	2.18082853496928e-06	1.59694120611702e-06	1.81204435539459e-06	1.59694120611702e-06	1.21470621498846e-06
W0T4F5	KLMA_10663	KLMA_10663	Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	2.30976590334129e-07	2.44777653188726e-07	1.82821788559505e-07	2.44685960973445e-07	1.82821788559505e-07	1.33991596205426e-06	1.82821788559505e-07	1.36668203641344e-07
W0T4G1	KLMA_10089	KLMA_10089	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T4H7	KLMA_10316	KLMA_10316	Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0
W0T4J0	KLMA_10336	KLMA_10336	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	0	4.2974773475257e-08	3.1656600343368e-12	0	1.67713138170893e-09	4.93321771923588e-08	0	0
W0T4J4	KLMA_10341	KLMA_10341	Glycolysis / Gluconeogenesis // Galactose metabolism	7.18422588143217e-07	6.63054916940855e-08	1.33041769147216e-06	1.30917278075356e-06	9.25807908396317e-07	4.97364646836206e-07	9.79875826316314e-07	1.00146408839268e-06
W0T4J5	KLMA_10124	KLMA_10124	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T4J6	KLMA_20074	KLMA_20074	Starch and sucrose metabolism // Starch and sucrose metabolism	0	0	0	0	0	0	0	0
W0T4J7	KLMA_10678	KLMA_10678	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T4K1	KLMA_10683	KLMA_10683	Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions // Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T4M1	KLMA_20099	KLMA_20099	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T4N5	KLMA_10159	KLMA_10159	Biosynthesis of unsaturated fatty acids	0	0	0	0	0	0	0	0
W0T4N6	KLMA_20114	KLMA_20114	Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T4P7	KLMA_20129	KLMA_20129	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T4R5	KLMA_10763	KLMA_10763	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	8.59777043149014e-08	3.23608724707775e-07	1.54110534059644e-07	1.49262273593837e-07	1.04437126956126e-07	7.85430640221881e-08	1.10233607452126e-07	1.14968378439436e-07
W0T4S5	KLMA_10436	KLMA_10436	Histidine metabolism	7.92026640181566e-10	4.3928900477154e-10	6.24815014147239e-10	4.3928900477154e-10	6.24815014147239e-10	2.67603286903503e-09	6.24815014147239e-10	2.95288900974578e-09
W0T4T5	KLMA_10179	KLMA_10179	Glycerophospholipid metabolism	0	0	8.58638198210942e-10	0	0	0	0	0
W0T4U6	KLMA_10189	KLMA_10189	Purine metabolism	4.08948585455645e-08	5.34772489185711e-08	3.22611896171157e-08	4.74862415646463e-08	3.22611896171291e-08	5.1371162877339e-08	3.22611896171411e-08	7.43301293316707e-08
W0T4W6	KLMA_10818	KLMA_10818	Purine metabolism	0	0	0	0	0	0	0	0
W0T4W9	KLMA_10481	KLMA_10481	Folate biosynthesis	0	0	0	0	0	0	0	0
W0T4Y9	KLMA_10234	KLMA_10234	Starch and sucrose metabolism	0	0	0	0	0	1.97242290468326e-06	0	0
W0T4Z5	KLMA_10506	KLMA_10506	Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T4Z7	KLMA_10244	KLMA_10244	Biosynthesis of unsaturated fatty acids	0	0	0	0	0	0	0	0
W0T500	KLMA_10511	KLMA_10511	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	0	0	0	0	0	0	0	0
W0T503	KLMA_20244	KLMA_20244	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0	0	0	0
W0T517	KLMA_20259	KLMA_20259	Phenylalanine metabolism // Tryptophan metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Phenylalanine metabolism // Tryptophan metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	4.95101335494508e-09	2.74601855474377e-09	3.90576190556422e-09	2.74601855474377e-09	3.90576190556422e-09	4.02851176691062e-09	3.90576190556422e-09	4.44500729297501e-09
W0T518	KLMA_20042	KLMA_20042	Pyruvate metabolism	0	0	0	0	0	0	0	0
W0T533	KLMA_10546	KLMA_10546	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T534	KLMA_20057	KLMA_20057	Purine metabolism	0	0	0	0	0	0	0	0
W0T536	KLMA_10289	KLMA_10289	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0
W0T537	KLMA_20062	KLMA_20062	Other reactions	0	7.06361412157566e-07	0	0	0	0	0	0
W0T541	KLMA_10294	KLMA_10294	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	0	0	0	0	0	0	0	0
W0T562	KLMA_20304	KLMA_20304	Alanine, aspartate and glutamate metabolism // Glycine, serine and threonine metabolism // Alanine, aspartate and glutamate metabolism	1.23922251947552e-05	6.873198493887e-06	9.77599485618536e-06	6.873198493887e-06	9.77599485618536e-06	1.00832388627176e-05	9.77599485618536e-06	1.11257141284114e-05
W0T570	KLMA_10581	KLMA_10581	Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0	0	0	0
W0T576	KLMA_20319	KLMA_20319	Glycerophospholipid metabolism // Glycerophospholipid metabolism	2.15508642853018e-11	2.32171332838236e-11	0	2.32171332838236e-11	0	1.54531647935172e-11	0	1.29317805787391e-11
W0T5A6	KLMA_10621	KLMA_10621	Pyruvate metabolism	0	0	0	0	0	0	0	0
W0T5B1	KLMA_10626	KLMA_10626	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T5C0	KLMA_10389	KLMA_10389	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	0	0	0	4.83797330619452e-06	0	6.87943249735472e-06	0	4.11246536904218e-06
W0T5D1	KLMA_20172	KLMA_20172	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Other reactions // Other reactions	5.01006940149892e-06	8.98595423172821e-07	3.8215357485436e-07	2.68683548785233e-07	3.86979327294746e-07	1.6858939360833e-06	3.82156785762349e-07	1.04699882120236e-06
W0T5D7	KLMA_10656	KLMA_10656	Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0	0	0
W0T5D8	KLMA_20354	KLMA_20354	Glycine, serine and threonine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Other reactions // Cysteine and methionine metabolism // Other reactions	0	1.42813870640981e-07	0	2.87962604887217e-07	0	0	0	4.66109105251287e-07
W0T5E0	KLMA_10414	KLMA_10414	Pyrimidine metabolism	1.80717214776409e-09	1.39741514945456e-09	1.42564433288869e-09	1.39741514945456e-09	1.42564433288869e-09	1.39741514945456e-09	1.42564433288869e-09	1.39741514945456e-09
W0T5E4	KLMA_10419	KLMA_10419	One carbon pool by folate // One carbon pool by folate	0	3.12188816554063e-06	0	0	0	2.89412674158011e-06	0	0
W0T5F5	KLMA_20202	KLMA_20202	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	1.77819854253165e-11	1.37501100001638e-11	1.40278759719706e-11	1.37501099999906e-11	1.40278759719706e-11	1.37501100006457e-11	1.40278759710069e-11	1.37501100006457e-11
W0T5F9	KLMA_10434	KLMA_10434	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T5G3	KLMA_10439	KLMA_10439	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0
W0T5I6	KLMA_20414	KLMA_20414	Phenylalanine, tyrosine and tryptophan biosynthesis	5.55563129278732e-08	3.08136217178147e-08	4.38273369694231e-08	3.08136217178147e-08	4.38273369694231e-08	4.52047337615065e-08	4.38273369694231e-08	4.98783131024544e-08
W0T5J3	KLMA_20424	KLMA_20424	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T5M1	KLMA_20262	KLMA_20262	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	5.62504954730601e-10	6.05995929695772e-10	4.43749646056505e-10	0	4.43749646056505e-10	0	4.43749646056505e-10	0
W0T5M3	KLMA_20454	KLMA_20454	Phenylalanine, tyrosine and tryptophan biosynthesis	2.8845315073059e-07	1.59986871298386e-07	2.2755529967178e-07	1.59986871298386e-07	2.2755529967178e-07	2.34706714731904e-07	2.2755529967178e-07	2.5897232503148e-07
W0T5M8	KLMA_20459	KLMA_20459	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	0	7.82086215241188e-07	0	7.82086215241194e-07	0	0	0	0
W0T5N2	KLMA_20272	KLMA_20272	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	0	0	0	0	0	0	0	0
W0T5N8	KLMA_10514	KLMA_10514	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	1.56801147575838e-08	8.69677839948456e-09	1.23697494844922e-08	8.69677839948456e-09	1.23697494844922e-08	1.27584986838542e-08	1.23697494844922e-08	1.40775608905904e-08
W0T5N9	KLMA_10731	KLMA_10731	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	4.84886975975634e-09	7.49888057803348e-09	3.82518273229517e-09	3.74944028901667e-09	3.82518273229517e-09	3.74944028901678e-09	3.82518273229517e-09	3.74944028901674e-09
W0T5P9	KLMA_10741	KLMA_10741	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T5Q1	KLMA_10524	KLMA_10524	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T5Q3	KLMA_20484	KLMA_20484	Thiamine metabolism // Thiamine metabolism	0	0	0	0	0	0	0	0
W0T5T4	KLMA_10781	KLMA_10781	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0	0	0	0	0	0	0	0
W0T5U7	KLMA_10564	KLMA_10564	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T5W0	KLMA_10811	KLMA_10811	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T5X5	KLMA_20559	KLMA_20559	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T5Y2	KLMA_20005	KLMA_20005	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T5Y3	KLMA_10599	KLMA_10599	Sphingolipid metabolism	0	0	0	0	0	0	0	0
W0T616	KLMA_20604	KLMA_20604	Glycolysis / Gluconeogenesis // Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T620	KLMA_20377	KLMA_20377	Fluorobenzoate degradation // Fluorobenzoate degradation // Chlorocyclohexane and chlorobenzene degradation // Chlorocyclohexane and chlorobenzene degradation // Fluorobenzoate degradation // Fluorobenzoate degradation // Chlorocyclohexane and chlorobenzene degradation // Chlorocyclohexane and chlorobenzene degradation	0	0	0	0	0	0	0	0
W0T633	KLMA_20619	KLMA_20619	Glycerolipid metabolism // Glycerolipid metabolism	0	0	0	0	0	0	0	0
W0T640	KLMA_10649	KLMA_10649	Pyruvate metabolism	0	0	0	0	0	0	0	0
W0T642	KLMA_20402	KLMA_20402	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T644	KLMA_20629	KLMA_20629	Riboflavin metabolism	9.2747092402479e-07	7.1717679e-07	7.3166447833479e-07	7.1717679e-07	7.3166447833479e-07	7.1717679e-07	7.3166447833479e-07	7.1717679e-07
W0T656	KLMA_20085	KLMA_20085	Oxidative phosphorylation	0	0	0	0	0	0	0	0
W0T657	KLMA_20644	KLMA_20644	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T673	KLMA_20105	KLMA_20105	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism // Propanoate metabolism	0	0	0	0	0	0	0	0
W0T677	KLMA_20110	KLMA_20110	Purine metabolism	0	0	0	0	0	0	0	0
W0T679	KLMA_20447	KLMA_20447	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	0	0	0	0	0	0	0	0
W0T686	KLMA_20679	KLMA_20679	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	0	0	0	0	0	0	0	0
W0T6B9	KLMA_20155	KLMA_20155	Alanine, aspartate and glutamate metabolism	0	0	0	0	0	0	0	0
W0T6C5	KLMA_10032	KLMA_10032	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0
W0T6D1	KLMA_20165	KLMA_20165	Purine metabolism // Purine metabolism // Purine metabolism	1.10784930212682e-10	8.56656295870914e-11	0	1.6079075102219e-06	0	1.51872309959111e-06	0	0
W0T6D2	KLMA_10714	KLMA_10714	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	0	0	0	0	0	0	0	0
W0T6D8	KLMA_20734	KLMA_20734	Alanine, aspartate and glutamate metabolism	0	0	0	1.40141082096566e-07	0	0	0	0
W0T6H6	KLMA_20552	KLMA_20552	Histidine metabolism	0	0	0	0	0	0	0	0
W0T6I8	KLMA_20779	KLMA_20779	One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate	1.42496164127315e-09	1.10186679634832e-09	6.93410418965494e-08	1.10186679634832e-09	1.12412560750135e-09	1.10186679634834e-09	1.12412560750131e-09	1.10186679634834e-09
W0T6J0	KLMA_20220	KLMA_20220	Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation	0	0	0	0	0	0	0	0
W0T6K0	KLMA_10794	KLMA_10794	Purine metabolism	0	0	0	0	0	0	0	0
W0T6K8	KLMA_10804	KLMA_10804	Pantothenate and CoA biosynthesis // Other reactions // Other reactions	0	0	0	0	0	2.04363855189875e-07	0	0
W0T6L0	KLMA_20587	KLMA_20587	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T6M2	KLMA_10819	KLMA_10819	Phenylalanine, tyrosine and tryptophan biosynthesis	9.92972663003327e-08	5.50740867048306e-08	7.83337576044182e-08	5.50740867048306e-08	7.83337576044182e-08	8.07957418783603e-08	7.83337576044182e-08	8.91489668320003e-08
W0T6N2	KLMA_20612	KLMA_20612	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0	0	0
W0T6N9	KLMA_10137	KLMA_10137	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
